安澜自动跟随，来到寝室楼外区域,,,,,,,
第四周 周末 进入复合楼10月1-2日,,,,,,,
43,1,寰枢AI,北桥楼一层,检测到北桥楼内存在因失序溢出而产生的数据生命，触发战斗概率为90%，请务必小心。,,,
清理完第一层后,,,,,,,
44,1,（=pn）,北桥楼一层,这都是什么东西……,,PC7,
44,2,（=pn）,北桥楼一层,打败后变成一串串乱码飘走了。,,PC7,
44,3,寰枢AI,北桥楼一层,初步检测到敌方与以往记录的数据生命相似度为28%，与失序体相似度为79%。,,,
44,4,（=pn）,北桥楼一层,失序体也不过如此。,,,
44,5,（=pn）,北桥楼一层,就这？我要打十个！,,PC8,
44,6,寰枢AI,北桥楼一层,目前无法确认敌方是否为失序体。,,,
44,7,寰枢AI,北桥楼一层,"第二层请小心,(=pn)。",,,
进入第二层,,,,,,,
45,1,寰枢AI,北桥楼二层,无明显失序溢出现象，存在指令战斗痕迹。,,,
45,2,（=pn）,北桥楼二层,,好安静啊。,PC5,
45,3,寰枢AI,北桥楼二层,"警告,检测到较高失序值个体靠近，小心周围！",,,
45,4,？？？,北桥楼二层,（=pn）前辈！请小心！,,安澜5,
进入战斗（角色安澜切换引导）,,,,,,,
46,1,寰枢AI,北桥楼二层,复合楼失序溢出清理任务完成。,,,
46,2,（=pn）,北桥楼二层,,安澜同学？怎么是你？,PC3,
46,3,安澜,北桥楼二层,前辈，我刚刚在楼上调查……,,,
46,4,（=pn）,北桥楼二层,,你也加入协会了？,PC3,
46,5,安澜,北桥楼二层,是的前辈，我去找了宁芷学姐……决定加入指令协会。,,安澜2,
46,6,（=pn）,北桥楼二层,,前，前辈？,PC5,
46,7,安澜,北桥楼二层,……有什么问题吗？,,,
46,8,安澜,北桥楼二层,学姐说你加入的更早，有什么问题都可以问你……,,,
46,9,（=pn）,北桥楼二层,,咳咳，没问题，有什么事情都可以来问我。,PC8,
46,10,（=pn）,北桥楼二层,,我也只比你早一个星期而已啦，而且我们还同级……,PC8,
46,11,寰枢AI,北桥楼二层,检测到（=pn）内啡肽与催产素分泌量升高超过常量。,,,
46,12,（=pn）,北桥楼二层,,你有这么智能吗？！,PC4,
46,13,安澜,北桥楼二层,好……好的。,,安澜2,
46,14,（=pn）,北桥楼二层,(小声)不过我也不介意“前辈”这个称呼。,,PC5,
46,15,（=pn）,北桥楼二层,(第一次见安澜说这么多话唉。),,PC5,任务完成，
46,,,,手机提示音,,,
46,17,手机屏幕(NQChat)宁芷,,任务结束，你们没有受伤吧。,,,
46,18,（=pn）,,,开玩笑，我们超强的！,,
46,19,（=pn）,,,当然没有。,,
46,20,手机屏幕(NQChat)宁芷,,那就好，辛苦你们两个了。,,,
离开教学楼区域,,,,,,,
47,1,安澜,北桥楼外部,……怎么了？,,安澜2,
47,2,（=pn）,北桥楼外部,虽然有点冒昧。,,PC5,
47,3,（=pn）,北桥楼外部,"但我还是很好奇,你的指令是什么?",,PC5,
47,4,（=pn）,北桥楼外部,如果不愿意说也没关系的。,,PC2,
47,5,安澜,北桥楼外部,是StackTrace（堆栈追踪）。,,,
47,6,安澜,北桥楼外部,我的指令可以标记失序体或者指令使用者并追踪。,,,
47,7,安澜,北桥楼外部,被标记者使用指令时标记会对其造成伤害。,,,
47,8,（=pn）,北桥楼外部,好特殊的指令。,,,
47,9,（=pn）,北桥楼外部,对付失序体也很有用呢。,,,
47,10,安澜,北桥楼外部,也没有……前辈的include要更厉害一点。,,安澜2,
47,11,（=pn）,北桥楼外部,,（好尴尬。）,PC2,
47,12,（=pn）,北桥楼外部,,对……对了，你的胸针……,PC8,
47,13,安澜,北桥楼外部,唉？这个吗……,,安澜4,
47,14,（=pn）,北桥楼外部,,看起来很独特。,,
47,15,安澜,北桥楼外部,忘记了吗……,,安澜2,
47,16,（=pn）,北桥楼外部,,啊？,PC5,
47,17,安澜,北桥楼外部,……没事，是我记错了。,,,
47,18,（=pn）,北桥楼外部,（我是不是说错什么话了，安澜看起来有些失落？）,,PC5,
