剧情节数,对话序号,角色,地点,对话文本,选项,表情拆分,,,first,,任务,,奖励

,6,自动触发对话,宁芷,校医院内部,今年出现的大规模失序化事件绝对不是多人过量使用指令的巧合。,,29,宁芷1,,
,7,自动触发对话,宁芷,校医院内部,北桥楼内很有可能存在一名完全失序化的失序体，甚至是更坏的情况……,,32,宁芷1,,
,8,自动触发对话,宁芷,校医院内部,如果真的是失序体出现，那最近教学区内应该会出现失序溢出。,,28,,,
35,1,自动触发对话,（=pn）,校医院内部,,失序体？|失序溢出？,0,,后接36_1|36_2,
36_1,1,交互触发对话,宁芷,校医院内部,当人类自身失序值MAX后会完全失序化变成名为失序体的……怪物。,,31,宁芷1,,
,2,自动触发对话,宁芷,校医院内部,我们也只能这样形容他们了。,,13,宁芷1,,
,3,自动触发对话,宁芷,校医院内部,那个时候就是真的回天乏术了。,,14,宁芷1,,
,4,自动触发对话,宁芷,校医院内部,失序体的指令异常强大，对普通人造成的失序也会大幅度增加。,,28,宁芷1,,
36_2,1,交互触发对话,宁芷,校医院内部,失序体自身的失序值达到MAX后使用指令溢出的失序会以不同的形式对周围造成侵蚀。,,39,宁芷1,,
,2,自动触发对话,宁芷,校医院内部,也许是出现有攻击性的数据生命、突然出现的怪异空间或者超自然事件具象化。,,35,宁芷1,,
,3,自动触发对话,宁芷,校医院内部,每一种都会造成极高的失序值累计，对于普通人十分危险。,,26,宁芷1,,
37,1,自动触发对话,（=pn）,校医院内部,,……,0,PC7,,
,2,自动触发对话,安澜,校医院内部,……,,2,,,
,3,自动触发对话,宁芷,校医院内部,安澜同学对吗？你好呀。,,11,,,
,4,自动触发对话,安澜,校医院内部,（点头）,,4,,,
,5,自动触发对话,宁芷,校医院内部,如你所见，处理这些事件就是指令协会真正在做的事。,,24,,,
,6,自动触发对话,宁芷,校医院内部,你的指令很特殊，我想邀请你加入指令协会。,,20,,,
,7,自动触发对话,宁芷,校医院内部,不必现在回复我，我希望你能认真考虑过后在下周五前做出答复。,,29,,,
,8,自动触发对话,宁芷,校医院内部,对抗失序是很危险的事情，希望你能够想清楚之后再决定。,,26,,,
,9,自动触发对话,宁芷,校医院内部,有什么问题也都可以问我或者（=pn）。,,19,,,
,10,自动触发对话,（=pn）,校医院内部,（这番话术怎么这么熟悉。）,,13,PC2,,
,11,自动触发对话,安澜,校医院内部,……,,2,安澜2,,
,12,自动触发对话,宁芷,校医院内部,（=pn）学妹，新朋友怎么样？,,15,,,
,13,自动触发对话,（=pn）,校医院内部,,不太智能，像人工智障。,0,PC5,,
,14,自动触发对话,宁芷,校医院内部,你们要好好相处哦，以后的任务和报酬都由寰枢发布。,,24,,,
,15,自动触发对话,宁芷,校医院内部,安澜同学应该和你在一个寝室楼，麻烦你帮忙把她送回去吧。,,27,,,
,16,自动触发对话,（=pn）,校医院内部,,好。,0,,任务变更,
安澜自动跟随，来到寝室楼外,,,,,,,,,,
38,1,区域触发对话,安澜,寝室楼外,谢谢。,,3,,,
,2,自动触发对话,（=pn）,寝室楼外,,（原来她会说话？）,0,PC5,,
,3,自动触发对话,纪远行,寝室楼外,（=pn），你去哪了？,,11,,,
,4,自动触发对话,（=pn）,寝室楼外,,图书馆。|食堂。,0,PC8,"后接39_1|39_2|39_3
如果是10：30-13：30，17：00-20：00，进入38_2，其他进入38_3",
39_1,1,自动触发对话,纪远行,寝室楼外,这么卷？,,4,纪远行2,,
39_2,1,自动触发对话,纪远行,寝室楼外,早知道让你帮我带饭了。,,11,,,
39_3,1,自动触发对话,纪远行,寝室楼外,这个点去食堂？,,,纪远行2,,
,2,自动触发对话,（=pn）,寝室楼外,,呃。,,PC2,,
40,1,自动触发对话,纪远行,寝室楼外,刚刚那个是我们班的安澜同学吧。,,15,,,
,2,自动触发对话,（=pn）,寝室楼外,,说起来，我怎么对她没什么印象。,0,PC5,,
,3,自动触发对话,纪远行,寝室楼外,她的性格比较内向，可能有点怕生。,,16,,,
,4,自动触发对话,（=pn）,寝室楼外,,怪不得。,0,,,
,5,自动触发对话,（=pn）,寝室楼外,,（你又是怎么知道的？）,0,PC5,任务完成，解锁安澜角色面板,
第四周 周一上午高等数学（逃课无法触发）,,,,,,,,,,9月26日
41,1,区域触发对话,同学1,教室,你有没有发现，校内有些教室会贴上禁止入内的标识。,,24,,,
,2,自动触发对话,同学2,教室,听说那里半夜会出现奇怪的声音……,,16,,,
,3,自动触发对话,同学2,教室,据说是和失序有关。,,9,,,
,4,自动触发对话,同学1,教室,失序？真的有那种东西吗？,,12,,,
,5,自动触发对话,同学2,教室,宁可信其有，不可信其无……,,13,,,
,6,自动触发对话,（=pn）,教室,什么校园怪谈……咦，那是安澜？,,15,PC5,,
安澜进入教室,,,,,,,,,,
,7,自动触发对话,（=pn）,教室,（打个招呼吧）,,7,,,
,8,自动触发对话,（=pn）,教室,,Hi。|今天天气真好。,0,,不管选什么都是好感度+5,
,9,自动触发对话,安澜,教室,（点点头）,,5,安澜2,,
,10,自动触发对话,（=pn）,教室,（她还真是怕生，连座位都在后排不起眼的角落。）,,23,PC5,,
,11,自动触发对话,（=pn）,教室,(不知道她有没有加入协会...),,16,PC5,,
第四周 周五傍晚,,,,,,,,,,9月30号 18：00
42,,,,,手机消息提示,,6,,,
,1,自动触发对话,手机屏幕(NQChat)寰枢AI,手机屏幕,隐秘于角落的失序体在嘶吼咆哮。,,15,,,
,2,自动触发对话,手机屏幕(NQChat)寰枢AI,手机屏幕,藏匿于阴影的失序溢出蠢蠢欲动。,,15,,,
,3,自动触发对话,手机屏幕(NQChat)寰枢AI,手机屏幕,学生在悲鸣，校园在分崩离析！,,14,,,
,4,自动触发对话,（=pn）,手机屏幕,,？,0,,,
,5,自动触发对话,（=pn）,手机屏幕,,说人话,0,,,
,6,自动触发对话,手机屏幕(NQChat)寰枢AI,手机屏幕,新的委托已发布，请您在本周末前往北桥楼清理失序溢出。,,26,,,
,7,自动触发对话,手机屏幕(NQChat)寰枢AI,手机屏幕,教学区将于本周末对普通学生封锁，以确保安全。,,22,,,
,8,自动触发对话,（=pn）,手机屏幕,,我的国庆假期……算了111,0,,,
,9,自动触发对话,手机屏幕(NQChat)寰枢AI,手机屏幕,您不喜欢我的新语言包吗？能否给出修改意见？,,,,,
,10,自动触发对话,（=pn）,手机屏幕,,111,,,接受任务,
第四周 周末 进入复合楼,,,,,,,,,,
43,1,自动触发对话,寰枢AI,北桥楼一层,检测到北桥楼内存在因失序溢出而产生的数据生命，触发战斗概率为90%，请务必小心。,,40,,,
清理完第一层后,,,,,,,,,,
44,1,自动触发对话,（=pn）,北桥楼一层,这都是什么东西……,,9,PC7,,
,2,自动触发对话,（=pn）,北桥楼一层,打败后变成一串串乱码飘走了。,,14,PC7,,
,3,自动触发对话,寰枢AI,北桥楼一层,初步检测到敌方与以往记录的数据生命相似度为28%，与失序体相似度为79%。,,37,,,
,4,自动触发对话,（=pn）,北桥楼一层,失序体也不过如此。,,9,,,
,5,自动触发对话,（=pn）,北桥楼一层,就这？我要打十个！,,9,PC8,,
,6,自动触发对话,寰枢AI,北桥楼一层,目前无法确认敌方是否为失序体。,,15,,,
,7,自动触发对话,寰枢AI,北桥楼一层,"第二层请小心,(=pn)。",,13,,,
进入第二层,,,,,,,,,,
45,1,自动触发对话,寰枢AI,北桥楼二层,无明显失序溢出现象，存在指令战斗痕迹。,,19,,,
,2,自动触发对话,（=pn）,北桥楼二层,,好安静啊。,0,PC5,,
,3,自动触发对话,寰枢AI,北桥楼二层,"警告,检测到较高失序值个体靠近，小心周围！",,21,,,
,4,自动触发对话,？？？,北桥楼二层,（=pn）前辈！请小心！,,12,安澜5,,
进入战斗（角色安澜切换引导）,,,,,,,,,,
46,1,自动触发对话,寰枢AI,北桥楼二层,复合楼失序溢出清理任务完成。,,14,,,
,2,自动触发对话,（=pn）,北桥楼二层,,安澜同学？怎么是你？,0,PC3,,
,3,自动触发对话,安澜,北桥楼二层,前辈，我刚刚在楼上调查……,,,,,
,4,自动触发对话,（=pn）,北桥楼二层,,你也加入协会了？,0,PC3,,
,5,自动触发对话,安澜,北桥楼二层,是的前辈，我去找了宁芷学姐……决定加入指令协会。,,24,安澜2,,
,6,自动触发对话,（=pn）,北桥楼二层,,前，前辈？,0,PC5,,
,7,自动触发对话,安澜,北桥楼二层,……有什么问题吗？,,9,,,
,8,自动触发对话,安澜,北桥楼二层,学姐说你加入的更早，有什么问题都可以问你……,,22,,,
,9,自动触发对话,（=pn）,北桥楼二层,,咳咳，没问题，有什么事情都可以来问我。,0,PC8,,
,10,自动触发对话,（=pn）,北桥楼二层,,我也只比你早一个星期而已啦，而且我们还同级……,0,PC8,,
,11,自动触发对话,寰枢AI,北桥楼二层,检测到（=pn）内啡肽与催产素分泌量升高超过常量。,,25,,,
,12,自动触发对话,（=pn）,北桥楼二层,,你有这么智能吗？！,0,PC4,,
,13,自动触发对话,安澜,北桥楼二层,好……好的。,,6,安澜2,,
,14,自动触发对话,（=pn）,北桥楼二层,(小声)不过我也不介意“前辈”这个称呼。,,20,PC5,,
,15,自动触发对话,（=pn）,北桥楼二层,(第一次见安澜说这么多话唉。),,15,PC5,任务完成，,
,,,,,手机提示音,,5,,,
,17,自动触发对话,手机屏幕(NQChat)宁芷,,任务结束，你们没有受伤吧。,,13,,,
,18,自动触发对话,（=pn）,,,开玩笑，我们超强的！,,,,
,19,自动触发对话,（=pn）,,,当然没有。,,,,
,20,自动触发对话,手机屏幕(NQChat)宁芷,,那就好，辛苦你们两个了。,,12,,,
离开教学楼,,,,,,,,,,
47,1,区域触发对话,安澜,北桥楼外部,……怎么了？,,6,安澜2,,
,2,自动触发对话,（=pn）,北桥楼外部,虽然有点冒昧。,,7,PC5,,
,3,自动触发对话,（=pn）,北桥楼外部,"但我还是很好奇,你的指令是什么?",,16,PC5,,
,4,自动触发对话,（=pn）,北桥楼外部,如果不愿意说也没关系的。,,12,PC2,,
,5,自动触发对话,安澜,北桥楼外部,是StackTrace（堆栈追踪）。,,18,,,
,6,自动触发对话,安澜,北桥楼外部,我的指令可以标记失序体或者指令使用者并追踪。,,22,,,
,7,自动触发对话,安澜,北桥楼外部,被标记者使用指令时标记会对其造成伤害。,,19,,,
,8,自动触发对话,（=pn）,北桥楼外部,好特殊的指令。,,7,,,
,9,自动触发对话,（=pn）,北桥楼外部,对付失序体也很有用呢。,,11,,,
,10,自动触发对话,安澜,北桥楼外部,也没有……前辈的include要更厉害一点。,,22,安澜2,,
,11,自动触发对话,（=pn）,北桥楼外部,,（好尴尬。）,0,PC2,,
,12,自动触发对话,（=pn）,北桥楼外部,,对……对了，你的胸针……,0,PC8,,
,13,自动触发对话,安澜,北桥楼外部,唉？这个吗……,,7,安澜4,,
,14,自动触发对话,（=pn）,北桥楼外部,,看起来很独特。,0,,,
,15,自动触发对话,安澜,北桥楼外部,忘记了吗……,,6,安澜2,,
,16,自动触发对话,（=pn）,北桥楼外部,,啊？,0,PC5,,
,17,自动触发对话,安澜,北桥楼外部,……没事，是我记错了。,,11,,,
,18,自动触发对话,（=pn）,北桥楼外部,（我是不是说错什么话了，安澜看起来有些失落？）,,23,PC5,,
第六周 周三早上,,,,,,,,,,10月12日
48,1,自动触发对话,林风,寝室,今天咱们学业老师上课要点名。,,14,,,
,2,自动触发对话,林风,寝室,还要公布小组作业的事。,,11,,,
,3,自动触发对话,弗洛,寝室,那今天不能翘课在寝室打游戏了……,,16,弗洛6,,
,4,自动触发对话,纪远行,寝室,一学期就点一次名和某些课的老师比已经很仁慈啦。,,23,,,
,5,自动触发对话,林风,寝室,就算他不点名你也不敢不去吧？,,14,林风8,,
,6,自动触发对话,弗洛,寝室,……是真的。,,6,弗洛9,,
进入教室，安澜迎面而来。,,,,,,,,,,
49,1,区域触发对话,安澜,教室,早……早上好。,,7,安澜2,,
,2,自动触发对话,（=pn）,教室,,早啊。,0,,好感度+5,
,3,自动触发对话,林风,教室,哦哈哟！,,4,,,
,4,自动触发对话,弗洛,教室,……,,2,,,
,5,自动触发对话,纪远行,教室,早。,,2,,,
安澜离开了,,,,,,,,,,
50,1,自动触发对话,林风,教室,那位同学是谁来着，怎么自己坐在后排的角落里。,,22,林风3,,
,2,自动触发对话,纪远行,教室,那是我们的同班同学安澜。,,12,,,
,3,自动触发对话,弗洛,教室,直觉告诉我她很危险。,,10,弗洛5,,
,4,自动触发对话,林风,教室,上次直觉告诉弗洛那天适合抽卡，结果大保底了。,,22,林风4,,
,5,自动触发对话,弗洛,教室,……,,2,弗洛6,,
,6,自动触发对话,（=pn）,教室,,原来你们都不认识她。,0,PC5,,
,7,自动触发对话,学业导师,教室,同学们，本周我们将会布置一个小组作业，最多六人。,,24,,,
,8,自动触发对话,学业导师,教室,本次小组作业算进期末成绩的10％，请在下周之前交上来。,,27,,,
,,,,,手机消息提示,,6,,,
,9,,手机屏幕(NQChat)寰枢AI,教室,已为您下调本周末委托派遣优先级。,,16,,,
下课后,,,,,,,,,,
51,1,自动触发对话,纪远行,教室,周末一起去图书馆做小组作业吧。,,15,,,
,2,自动触发对话,弗洛,教室,我没意见。,,5,,,
,3,自动触发对话,安澜,教室,怎么了前辈？,,6,,,
,4,自动触发对话,（=pn）,教室,,你的室友呢？|你找到小组了吗？,0,,,
,5,自动触发对话,安澜,教室,室友都不是本专业的，所以只有我一个人...,,21,安澜2,,
,6,自动触发对话,（=pn）,教室,,要不加入我们组吧，反正最多六人。,0,,,
,7,自动触发对话,安澜,教室,真的可以吗？,,6,安澜4,,
,8,自动触发对话,（=pn）,教室,,没问题！我的室友人都很好的！,0,,,
,9,自动触发对话,安澜,教室,太感谢了前辈。,,7,安澜3,,
,10,自动触发对话,纪远行,教室,安澜同学是不是还没找到小组？,,14,,,
,11,自动触发对话,（=pn）,教室,,没错，我刚想和你们说加她一个来着。,0,,,
,12,自动触发对话,林风,教室,同意！,,3,,,
,13,自动触发对话,弗洛,教室,……我没意见。,,7,弗洛5,,
,14,自动触发对话,纪远行,教室,多一个人就少一点工作。,,11,,,
,15,自动触发对话,（=pn）,教室,,那我们建个群吧！,0,PC6,,
,16,自动触发对话,手机屏幕（小组作业）,手机屏幕,（弗洛、林风、纪远行、（=pn）加入群聊）,,21,,,
,17,自动触发对话,手机屏幕（小组作业）,手机屏幕,（（=pn）邀请安澜加入群聊）,,15,,,
,18,自动触发对话,手机屏幕（小组作业）纪远行,手机屏幕,欢迎,,2,,,
,19,自动触发对话,手机屏幕（小组作业）林风,手机屏幕,欢迎,,2,,,
,20,自动触发对话,手机屏幕（小组作业）弗洛,手机屏幕,欢迎,,2,,,
,21,自动触发对话,（=pn）,手机屏幕,,欢迎,0,,,
,22,自动触发对话,手机屏幕（小组作业）安澜,手机屏幕,谢谢大家！,,5,,,
第六周 周五晚上,,,,,,,,,,10月14号19：00
52,1,自动触发对话,手机屏幕（小组作业）纪远行,手机屏幕,明天一起去图书馆做小组作业吗？@全体成员,,20,,,
,2,自动触发对话,手机屏幕（小组作业）林风,手机屏幕,好,,1,,,
,3,自动触发对话,手机屏幕（小组作业）弗洛,手机屏幕,好,,1,,,
,4,自动触发对话,手机屏幕（小组作业）安澜,手机屏幕,好,,1,,,
,5,自动触发对话,（=pn）,手机屏幕,,好,0,,接受任务,
周六早上,,,,,,,,,,
53,,,,,手机提示音,,5,,,
,1,自动触发对话,手机屏幕（小组作业）安澜,手机屏幕,我已经到图书馆啦。,,9,,,
,2,自动触发对话,（=pn）,手机屏幕,,这么早？！,0,,,
,3,自动触发对话,手机屏幕（小组作业）纪远行,手机屏幕,稍等，我们马上到。,,9,,,
和室友来到图书馆,,,,,,,,,,
54,1,"交互触发对话
（安澜有交互符号）",纪远行,图书馆门口,久等啦。,,4,,,
,2,自动触发对话,安澜,图书馆门口,没事没事。,,5,,,
,3,自动触发对话,林风,图书馆门口,我们先进去找座位吧。,,10,,,
,4,自动触发对话,安澜,图书馆门口,我已经帮大家都占好了。,,11,,,
,5,自动触发对话,（=pn）,图书馆门口,,安澜同学真可靠。,0,,,
,6,自动触发对话,（=pn）,图书馆门口,（感觉弗洛还是对安澜有点警戒……）,,17,PC5,,
直接跳到中午12：00,,,,,,,,,,
55,1,自动触发对话,旁白,图书馆自习室201,经过一上午的努力，你们一同完成了小组作业。,,21,,,
,2,自动触发对话,林风,图书馆自习室201,我这边报告写完了。,,9,,,
,3,自动触发对话,弗洛,图书馆自习室201,ppt已完成。,,7,,,
,4,自动触发对话,纪远行,图书馆自习室201,答辩稿也准备好了。,,9,,,
,5,自动触发对话,安澜,图书馆自习室201,视频也剪好了。,,7,,,
,6,自动触发对话,（=pn）,图书馆自习室201,,终于完成啦！,0,PC6,,
,7,自动触发对话,纪远行,图书馆自习室201,我去买午饭，你们要吃什么？,,13,,,
,8,自动触发对话,林风,图书馆自习室201,我也去！,,4,,,
,9,自动触发对话,弗洛,图书馆自习室201,麦门，我要薯饼。,,8,,,
,10,自动触发对话,（=pn）,图书馆自习室201,,随便吧。|草莓酱鳕鱼西瓜烩面。|麦门。,0,,,
,11,自动触发对话,安澜,图书馆自习室201,我也一样。,,5,,,
,12,自动触发对话,弗洛,图书馆自习室201,我去扫个充电宝。,,8,,,
,13,自动触发对话,安澜,图书馆自习室201,……,,2,安澜2,,
,14,自动触发对话,安澜,图书馆自习室201,前辈，你当初……为什么会加入指令协会。,,19,,,
,15,自动触发对话,（=pn）,图书馆自习室201,,"我是天选之人。|她给的实在太多了。|
因为责任。",0,"根据选项，差分变为
PC8|PC8|PC5",后续接56_1|56_2|56_3,
56_1,1,自动触发对话,安澜,图书馆自习室201,是，是吗，好独特的理由……,,13,安澜2,,
56_2,1,自动触发对话,安澜,图书馆自习室201,前辈一定是有自己的目的不方便说吧。,,17,,,
56_3,1,自动触发对话,安澜,图书馆自习室201,责任吗……,,5,安澜2,,
57,1,自动触发对话,（=pn）,图书馆自习室201,,毕竟指令与失序是共存的。,0,PC5,,
,2,自动触发对话,（=pn）,图书馆自习室201,,只要人们还拥有指令，那失序就必然会危及我们。,0,PC5,,
,3,自动触发对话,（=pn）,图书馆自习室201,,总得有人去守护校园的平静吧。,0,,安澜好感度+5,
,4,自动触发对话,安澜,图书馆自习室201,我知道了。,,5,安澜3,,
,5,自动触发对话,（=pn）,图书馆自习室201,,那你呢？你为什么会加入？,,,,
,6,自动触发对话,安澜,图书馆自习室201,我……,,,,,
,7,自动触发对话,林风,图书馆自习室201,您的午饭已送达！,,8,,,
,8,自动触发对话,安澜,图书馆自习室201,下次再告诉你。,,,安澜3,,
,9,自动触发对话,纪远行,图书馆自习室201,走吧，我们去休息区吃。,,11,,,
,10,自动触发对话,纪远行,图书馆自习室201,弗洛呢？,,4,,,
,11,,,黑幕文字,好像是去借充电宝了……,,11,,,
,12,,,黑幕文字,怎么这么长时间还没回来？,,12,,,
黑幕转场图书馆附近某处,,,,,,,,,,
,11,自动触发对话,寰枢AI,图书馆外,该区域溢出失序体清剿已完成。,,14,,,
,12,自动触发对话,弗洛,图书馆外,收工。,,3,弗洛9,,
第六周 周日晚上,,,,,,,,,,10月16日20：00
58,1,自动触发对话,手机屏幕(NQChat)宁芷,手机屏幕,学妹，在吗？,,6,,,
,2,自动触发对话,（=pn）,手机屏幕,,111,0,,,
,3,自动触发对话,手机屏幕(NQChat)宁芷,手机屏幕,下周日有一个新的委托，由我来发布。,,17,,,
,4,自动触发对话,手机屏幕(NQChat)宁芷,手机屏幕,本次委托是深入复合楼最高层，属于高危委托，为你匹配了两个可靠的队友。,,34,,,
,5,自动触发对话,手机屏幕(NQChat)宁芷,手机屏幕,尽管如此，你们还是务必小心。,,14,,,
,6,自动触发对话,（=pn）,手机屏幕,,寰枢呢？还是因为代写作业疯了吗？,0,,,
,7,自动触发对话,手机屏幕(NQChat)宁芷,手机屏幕,寰枢在调用全部算力计算失序体的源头，日常功能暂时停用。,,27,,,
,8,自动触发对话,（=pn）,手机屏幕,,另外两个队友是？,0,,,
,9,自动触发对话,手机屏幕(NQChat)宁芷,手机屏幕,周末就知道啦，保证不会拖你后腿。,,16,,接受任务,
第七周 周日来到北桥楼外围,,,,,,,,,,10月23日
59,1,区域触发对话,安澜,北桥楼门口,……,,2,,,
,2,自动触发对话,弗洛,北桥楼门口,……,,2,,,
,3,自动触发对话,（=pn）,北桥楼门口,,弗洛？？？|安澜？？？,0,,后续60_1|60_2,
60_1,1,自动触发对话,弗洛,北桥楼门口,你好啊，可靠的队友。,,10,弗洛8,,
60_2,1,自动触发对话,安澜,北桥楼门口,前辈……,,4,,,
61,1,自动触发对话,弗洛,北桥楼门口,……总有一种我们今天聚在这里是命中注定的感觉。,,23,弗洛5,,
,2,自动触发对话,（=pn）,北桥楼门口,,原来可靠的队友就是你们。,0,,,
,3,自动触发对话,弗洛,北桥楼门口,不止我们，纪远行和林风那一队已经从另一侧出发了。,,24,,,
,4,自动触发对话,（=pn）,北桥楼门口,,你们都加入指令协会了？,0,,,
,5,自动触发对话,弗洛,北桥楼门口,为了拯救世界？,,7,弗洛5,,
,6,自动触发对话,弗洛,北桥楼门口,不过我也是刚刚才知道那两位也入坑了。,,18,,,
,7,自动触发对话,寰枢AI,北桥楼门口,团队集结成功，本次任务是在保证安全的前提下尽可能探索北桥楼高层。,,32,,,
,8,自动触发对话,寰枢AI,北桥楼门口,我会提供最优路线并分析失序溢出源头。,,18,,,
,9,自动触发对话,弗洛,北桥楼门口,工具人复活了？,,7,弗洛7,,
,10,自动触发对话,（=pn）,北桥楼门口,,我们也出发吧。,0,,,
,11,自动触发对话,寰枢AI,北桥楼门口,再次警告，本次为高危委托，注意安全。,,18,,,
,12,自动触发对话,寰枢AI,北桥楼门口,情形危机时我会通知撤离，请注意。,,16,,,
进入北桥楼第一层,,,,,,,0,,,
62,1,自动触发对话,（=pn）,北桥楼一层,（一楼的失序体之前清除完了……）,,16,PC5,,
,2,自动触发对话,（=pn）,北桥楼一层,（直接去第二层吧。）,,10,,,
进入北桥楼第二层,,,,,,,0,,,
63,1,自动触发对话,寰枢AI,北桥楼二层,第二层失序化个体危险系数较低，但数量较多，务必注意安全。,,28,,,
,2,自动触发对话,弗洛,北桥楼二层,怎么会这么多？,,7,PC3,,
,3,自动触发对话,安澜,北桥楼二层,失序后他们的意识只能循环指令，好痛苦……,,20,安澜2,,
,4,自动触发对话,（=pn）,北桥楼二层,,我们来帮他们解脱吧！,0,,,
第二层战斗,,,,,,,0,,,
64,1,自动触发对话,弗洛,北桥楼二层,轻轻松松。,,5,,,
,2,自动触发对话,（=pn）,北桥楼二层,弗洛的指令好厉害！,,9,PC3,,
,3,自动触发对话,（=pn）,北桥楼二层,安澜刚刚差点被攻击到，然后突然就回到我们身边了。,,24,PC3,,
,4,自动触发对话,弗洛,北桥楼二层,RollBack可以对个个体进行状态回溯，甚至是失序值回溯。,,30,,,
,5,自动触发对话,（=pn）,北桥楼二层,,那我们岂不是无敌了！,0,PC3,,
,6,自动触发对话,弗洛,北桥楼二层,并不，RollBack是被动指令，只有达到条件才能使用。,,28,,,
,7,自动触发对话,弗洛,北桥楼二层,失序值。每次作用范围与失序值成正比，人类或是失序体的。,,27,,,
,8,自动触发对话,弗洛,北桥楼二层,根本想象不到大范围发动需要什么条件……,,19,弗洛5,,
,9,自动触发对话,安澜,北桥楼二层,刚刚……谢谢你。,,8,,,
,10,自动触发对话,弗洛,北桥楼二层,……没事。,,5,弗洛5,,
进入第三层,,,,,,,0,,,
65,1,自动触发对话,寰枢AI,北桥楼三层,结合情报与现场勘测，二层以上出现大量失序溢出伴随的数据生命，请小心。,,34,,,
第三层战斗,,,,,,,0,,,
66,1,自动触发对话,弗洛,北桥楼三层,呼……都解决了。,,8,,,
,2,自动触发对话,弗洛,北桥楼三层,像爬塔。,,4,弗洛5,,
