剧情节数,对话序号,角色,地点,对话文本,选项,表情拆分,,,first,,任务,,奖励
1,1,林风,寝室,(=pn)，起床啦！,,林风4,,,,,接受任务:0000101,9月4日
1,2,弗洛,寝室,（盯）,
1,3,纪远行,寝室,再不起床开学典礼要迟到了。,
1,4,(=pn),寝室,,起床！||再睡五分钟……,,|PC10,2|3,
7_1,13,交互触发对话,林风,寝室,失序？你很在意昨天我说的话吗？没事啦，不要害怕。,,24,林风4,,
7_2,14,交互触发对话,弗洛,寝室,（弗洛正在很认真的凹一款塔防类游戏的分数，还是先不要打扰她了）,,31,,,
7_3,15,交互触发对话,纪远行,寝室,听上去是很可怕，但我也没遇见过呀。,,17,纪远行5,,
,,,,,,,,,,
7_4,17,自动触发对话,林风,寝室,对了，明天要开始军训了。,,12,,三个交互气泡点完之后,
,18,自动触发对话,林风,寝室,走吧，我们去宿舍楼下拿军训服，听说还能见到我们的学业导师。,,29,,接受任务;0000103,
宿舍楼外,,,,,,,,,,
8_1,1,区域触发对话,？？？,宿舍楼外,同学们请排好队。,,8,,,
,2,自动触发对话,(=pn),宿舍楼外,,好耳熟的声音……,0,PC2,,
,3,自动触发对话,林风,宿舍楼外,不会吧……,,5,林风2,,
,4,自动触发对话,弗洛,宿舍楼外,是那个看起来很严肃的老头子。,,14,,,
,5,自动触发对话,(=pn),宿舍楼外,,他就是学校的三名代理管理者之一？,0,PC7,,
,6,自动触发对话,纪远行,宿舍楼外,没错，也是我们的学业导师。,,13,,,
,7,自动触发对话,时纪,宿舍楼外,大家好，我就是你们未来四年的学业导师时纪。,,21,,,
,8,自动触发对话,时纪,宿舍楼外,各位不要忘记教务系统选课，有什么事要和我说，请假记得私信……,,30,,,
,9,自动触发对话,时纪,宿舍楼外,对了，最近北桥楼在施工，同学们不要往那边跑……,,23,,,
,,,,,黑幕转场,,4,,,
,9,自动触发对话,林风,宿舍楼外,终于讲完了。,,6,林风3,,
,10,自动触发对话,(=pn),宿舍楼外,,我现在相信他在开学典礼讲半个小时了……,0,PC10,,
,11,自动触发对话,纪远行,宿舍楼外,回去好好休息下，准备迎接明天的军训吧。,,19,,任务完成;0000103,
,,,,,,,,,,
8_2,1,自动触发对话,林风,寝室,你怎么没下去？,,,,,好感-1
,2,自动触发对话,林风,寝室,刚才学业导师训话了。,,,,,
,3,自动触发对话,林风,寝室,不过没关系，我帮你拿上来了。,,,林风4,任务完成;0000103,
,,,,,,,,,,
,第一周 军训第一天,,,,,,,,,9月5日
9,1,区域触发对话,林风,寝室,这个军训服一点都不合身。,,12,林风6,接受任务“军训”,
,2,自动触发对话,纪远行,寝室,面料也很差。,,6,纪远行4,,
,3,自动触发对话,弗洛,寝室,感觉不如COS服……,,10,弗洛6,,
,来到操场,,,,,,,,,
10,1,区域触发对话,教官,操场,大家好，我是各位未来一周的军训教官。,,18,,,
,2,自动触发对话,教官,操场,我们在最后一周会有一次军训汇演，希望各位都能认真对待。,,27,,,
,3,自动触发对话,教官,操场, 下面我来为大家介绍军训内容……,,16,,,
,时间来到中午(直接跳到12：00），10和11之间触发随机事件R002,,,,,,,,,
11,1,自动触发对话,林风,操场,感觉一上午都被晒黑了……,,12,林风6,,
,2,自动触发对话,弗洛,操场,这种高强度训练，对死宅实在是太不友好了。,,20,弗洛6,,
,3,自动触发对话,(=pn),操场,,好累……,0,PC10,,
,4,自动触发对话,纪远行,操场,终于到午休了。,,7,,,
,5,自动触发对话,(=pn),操场,（纪远行怎么看起来没什么事的样子？）,,18,PC2,,
,6,自动触发对话,弗洛,操场,下午我想请假……,,8,弗洛6,,
,7,自动触发对话,纪远行,操场,教官肯定不会同意的。,,10,,,
,8,自动触发对话,(=pn),操场,,"不如直接跑路！|
|还是老实的训练吧。",0,,随机事件R00207,
军训最后一天，,,,,,,,,,,9月16号
12,1,区域触发对话,林风,寝室,今天就是军训最后一天的汇演。,,14,林风5,任务修改,
,2,自动触发对话,弗洛,寝室,噩梦终于要结束了。,,9,弗洛6,,
,3,自动触发对话,纪远行,寝室,我们走吧。,,5,,,
到达操场后，黑幕“汇演中……”，汇演结束后,,,,,,,,,,11:30
13,1,自动触发对话,林风,操场,汇演大成功！,,6,林风4,任务完成,
,2,自动触发对话,弗洛,操场,终于脱离苦海了。,,8,弗洛9,,
,3,自动触发对话,纪远行,操场,不如去食堂庆祝一下。,,10,,,
,4,自动触发对话,(=pn),操场,,我们走吧。,0,,,
在食堂点餐路上,,,,,,,,,,
14,1,互动触发对话,宁芷（交流符号）,操场出口,你好啊，（=pn）学妹。,,12,,,
,2,自动触发对话,(=pn),操场出口,,学姐好。,0,,,
,3,自动触发对话,宁芷,操场出口,学妹开学典礼那天有乖乖听演讲吗？,,16,,,
,4,自动触发对话,(=pn),操场出口,,当……当然有。,0,PC2,,
,5,自动触发对话,宁芷,操场出口,是吗，那可能是我看错了。,,12,,,
,6,自动触发对话,宁芷,操场出口,那天教学区有一个很像你的身影在鬼鬼祟祟地偷听。,,23,,,
,7,自动触发对话,(=pn),操场出口,,一定是看错了……,0,PC2,,
,8,自动触发对话,宁芷,操场出口,对了，明天下午操场上会有百团大战，欢迎你和室友们来找我玩哦~,,30,,,
,9,自动触发对话,(=pn),操场出口,,（学姐知道那天我在偷听。）,0,PC5,,
,10,自动触发对话,(=pn),操场出口,,（但她应该没什么恶意，百团大战再去找下她吧。）,0,PC5,接收任务;0000301,
,,,黑幕文字,,为我们汇演的成功，干杯！,,12,,,
